,player,position,position_id,date,team,opp,score,fpts,min,starts
0,Lukasz Fabianski,G,1,Dec 30,WHU,BRF,L 0-2,8.5,90,1
1,Lukasz Fabianski,G,1,Dec 26,WHU,@ARS,L 1-3,10.5,90,1
2,Lukasz Fabianski,G,1,Nov 12,WHU,LEI,L 0-2,13.5,90,1
3,Lukasz Fabianski,G,1,Nov 6,WHU,CRY,L 1-2,11.5,90,1
4,Lukasz Fabianski,G,1,Oct 30,WHU,@MUN,L 0-1,5.0,45,1
5,Lukasz Fabianski,G,1,Oct 24,WHU,BOU,W 2-0,17.5,90,1
6,Lukasz Fabianski,G,1,Oct 19,WHU,@LIV,L 0-1,12.0,90,1
7,Lukasz Fabianski,G,1,Oct 16,WHU,@SOU,T 1-1,13.5,90,1
8,Lukasz Fabianski,G,1,Oct 9,WHU,FUL,W 3-1,4.5,90,1
9,Lukasz Fabianski,G,1,Oct 1,WHU,WOL,W 2-0,18.0,90,1
10,Lukasz Fabianski,G,1,Sep 18,WHU,@EVE,L 0-1,6.0,90,1
11,Lukasz Fabianski,G,1,Sep 3,WHU,@CHE,L 1-2,4.5,90,1
12,Lukasz Fabianski,G,1,Aug 31,WHU,TOT,T 1-1,7.5,90,1
13,Lukasz Fabianski,G,1,Aug 28,WHU,@AVL,W 1-0,16.5,90,1
14,Lukasz Fabianski,G,1,Aug 21,WHU,BHA,L 0-2,6.0,90,1
15,Lukasz Fabianski,G,1,Aug 14,WHU,@NOT,L 0-1,10.5,90,1
16,Lukasz Fabianski,G,1,Aug 7,WHU,MCI,L 0-2,2.0,28,1
0,Alphonse Areola,G,1,Oct 30,WHU,@MUN,L 0-1,2.0,45,0
1,Alphonse Areola,G,1,Aug 7,WHU,MCI,L 0-2,2.0,60,0
0,Vladimir Coufal,D,2,Dec 30,WHU,BRF,L 0-2,10.1,90,1
1,Vladimir Coufal,D,2,Dec 26,WHU,@ARS,L 1-3,6.25,90,1
2,Vladimir Coufal,D,2,Oct 24,WHU,BOU,W 2-0,6.5,1,0
3,Vladimir Coufal,D,2,Oct 16,WHU,@SOU,T 1-1,10.4,90,1
4,Vladimir Coufal,D,2,Sep 18,WHU,@EVE,L 0-1,8.7,90,1
5,Vladimir Coufal,D,2,Sep 3,WHU,@CHE,L 1-2,10.35,90,1
6,Vladimir Coufal,D,2,Aug 31,WHU,TOT,T 1-1,8.6,90,1
7,Vladimir Coufal,D,2,Aug 28,WHU,@AVL,W 1-0,15.05,66,0
8,Vladimir Coufal,D,2,Aug 21,WHU,BHA,L 0-2,4.7,74,1
9,Vladimir Coufal,D,2,Aug 14,WHU,@NOT,L 0-1,7.25,90,1
10,Vladimir Coufal,D,2,Aug 7,WHU,MCI,L 0-2,9.1,90,1
0,Thilo Kehrer,D,2,Dec 26,WHU,@ARS,L 1-3,3.6,90,1
1,Thilo Kehrer,D,2,Nov 12,WHU,LEI,L 0-2,9.2,90,1
2,Thilo Kehrer,D,2,Nov 6,WHU,CRY,L 1-2,7.75,90,1
3,Thilo Kehrer,D,2,Oct 30,WHU,@MUN,L 0-1,8.45,90,1
4,Thilo Kehrer,D,2,Oct 24,WHU,BOU,W 2-0,13.35,90,1
5,Thilo Kehrer,D,2,Oct 19,WHU,@LIV,L 0-1,6.0,90,1
6,Thilo Kehrer,D,2,Oct 16,WHU,@SOU,T 1-1,11.7,90,1
7,Thilo Kehrer,D,2,Oct 9,WHU,FUL,W 3-1,5.5,90,1
8,Thilo Kehrer,D,2,Oct 1,WHU,WOL,W 2-0,23.15,90,1
9,Thilo Kehrer,D,2,Sep 18,WHU,@EVE,L 0-1,8.25,90,1
10,Thilo Kehrer,D,2,Sep 3,WHU,@CHE,L 1-2,2.05,90,1
11,Thilo Kehrer,D,2,Aug 31,WHU,TOT,T 1-1,1.2,90,1
12,Thilo Kehrer,D,2,Aug 28,WHU,@AVL,W 1-0,15.75,90,1
13,Thilo Kehrer,D,2,Aug 21,WHU,BHA,L 0-2,4.3,90,1
0,Ben Johnson,D,2,Oct 24,WHU,BOU,W 2-0,19.25,90,1
1,Ben Johnson,D,2,Oct 19,WHU,@LIV,L 0-1,10.4,90,1
2,Ben Johnson,D,2,Oct 16,WHU,@SOU,T 1-1,6.2,90,1
3,Ben Johnson,D,2,Aug 28,WHU,@AVL,W 1-0,4.5,22,1
4,Ben Johnson,D,2,Aug 21,WHU,BHA,L 0-2,3.75,14,0
5,Ben Johnson,D,2,Aug 14,WHU,@NOT,L 0-1,6.95,90,1
6,Ben Johnson,D,2,Aug 7,WHU,MCI,L 0-2,5.6,90,1
0,Kurt Zouma,D,2,Nov 12,WHU,LEI,L 0-2,1.35,14,1
1,Kurt Zouma,D,2,Nov 6,WHU,CRY,L 1-2,4.8,90,1
2,Kurt Zouma,D,2,Oct 30,WHU,@MUN,L 0-1,5.75,90,1
3,Kurt Zouma,D,2,Oct 24,WHU,BOU,W 2-0,25.15,90,1
4,Kurt Zouma,D,2,Oct 19,WHU,@LIV,L 0-1,5.2,90,1
5,Kurt Zouma,D,2,Oct 9,WHU,FUL,W 3-1,7.0,90,1
6,Kurt Zouma,D,2,Oct 1,WHU,WOL,W 2-0,13.8,90,1
7,Kurt Zouma,D,2,Sep 18,WHU,@EVE,L 0-1,7.95,90,1
8,Kurt Zouma,D,2,Sep 3,WHU,@CHE,L 1-2,6.7,90,1
9,Kurt Zouma,D,2,Aug 31,WHU,TOT,T 1-1,6.6,90,1
10,Kurt Zouma,D,2,Aug 28,WHU,@AVL,W 1-0,15.1,90,1
11,Kurt Zouma,D,2,Aug 21,WHU,BHA,L 0-2,7.2,90,1
12,Kurt Zouma,D,2,Aug 14,WHU,@NOT,L 0-1,9.4,90,1
13,Kurt Zouma,D,2,Aug 7,WHU,MCI,L 0-2,5.2,90,1
0,Nayef Aguerd,D,2,Nov 12,WHU,LEI,L 0-2,8.1,74,0
0,Angelo Ogbonna,D,2,Dec 30,WHU,BRF,L 0-2,6.8,90,1
1,Angelo Ogbonna,D,2,Sep 3,WHU,@CHE,L 1-2,1.35,6,0
